scheme_id,scheme_name,min_age,max_age,gender,state,occupation,income_limit,category,education_level,disability_status,marital_status
632,Cost of Spectacle for the Construction Workers,18.0,60.0,Any,West Bengal,Worker,,"SC,ST",Any,Any,Any
633,Craftsman Training Scheme - Maharashtra,,,Any,Maharashtra,Any,,"SC,ST,MINORITY",Any,Any,Any
634,Creation of Modern Facilities in Market Committee: Scheme to provide assistance foe setting up modern facilities in Market Committee,,,Any,Gujarat,Any,,"SC,ST",Any,Any,Any
635,Credit Based Schemes For SC - Aajeevika Micro-Finance Yojana (Livelihood Microfinance Scheme),,,Any,All India,Entrepreneur,,"SC,ST",Any,Any,Any
636,Credit Based Schemes For SC - Term Loan (TL),,,Any,All India,Entrepreneur,,"SC,ST",Any,Any,Any
637,Credit Card Scheme For Artisans And Weavers Of Handicrafts And Handloom Sector,,,Male,All India,Artisan,,"SC,ST",Any,Any,Any
638,Credit Enhancement Guarantee Scheme For The Scheduled Castes,,,Male,All India,Entrepreneur,10000000.0,"SC,ST",Any,Any,Any
639,Credit Linked Subsidy Scheme for Middle Income Group,,,Female,All India,Any,600000.0,"SC,ST",Any,Any,Widowed
640,Credit Linked Subsidy Scheme for Rural Entrepreneurs to set up Custom Hiring Centres (CHC) of Farm Machinery,18.0,,Male,All India,Farmer,,"SC,ST",Any,Any,Any
641,Crop Cluster Development Programme,,,Male,Haryana,Farmer,1000000.0,"SC,ST",Any,Any,Any
642,Cultural Function And Production Grant Scheme,,,Male,All India,Any,,"SC,ST",Any,Any,Any
643,Cycle Anudaan Yojana,3.0,,Any,All India,Worker,,"SC,ST",Any,Any,Any
644,Cycle Distribution Scheme,,,Female,Madhya Pradesh,Student,,"SC,ST",Student,Any,Any
645,Cycle Sahayata Yojana,60.0,,Female,All India,Worker,,"SC,ST",Any,Any,Any
646,Cycle Scheme for the Children of Construction Workers (P.B.O.C.W.W.B),18.0,60.0,Male,Punjab,Worker,,"SC,ST",Any,Any,Any
647,D. D. Kosambi Research Fellowship Scheme,35.0,,Any,All India,Any,,"SC,ST",PhD,Any,Any
648,DEVELOPMENT OF HANDICRAFTS,,,Any,All India,Any,,ST,Any,Any,Any
649,DPIIT Internship Scheme,,,Male,All India,Any,,ST,Any,Any,Any
650,Dai Didi Mobile Clinic Scheme,,,Female,All India,Any,,Any,Any,Any,Any
651,Dairy Farming Scheme (HSFDC),,,Any,Haryana,Any,,"SC,ST",Any,Any,Any
652,Dalit Bandhu,,,Male,Telangana,Entrepreneur,250000.0,"SC,ST",10th,Any,Any
653,Danveer Bhamashah Honors- Chhattisgarh,5.0,,Male,All India,Any,,"SC,ST",Any,Any,Any
654,Dattopant Thengadi Mratak Shramik Aarthik Sahayata Yojana,,,Male,All India,Worker,,ST,Any,Any,Married
655,Day Care - cum - Recreation Centre and Physiotherapy Unit,5.0,60.0,Any,All India,Any,,ST,Any,Any,Any
656,Dayanand Bandodkar Scheme For Higher Education For Orphans,,,Any,All India,Any,,ST,PG,Any,Any
657,Death Assistance For Registered Worker (HBOCWWB),,,Any,Haryana,Worker,,"SC,ST",Any,Any,Any
658,Death Assistance Scheme (BBOCWWB),,,Any,All India,Worker,,"SC,ST",Any,Any,Any
659,Death Assistance Scheme (MPBOCWWB),,,Any,Madhya Pradesh,Worker,,"SC,ST",Any,Any,Any
660,Death Benefit,18.0,60.0,Any,West Bengal,Worker,,"SC,ST",Any,Any,Any
661,Death Benefit (A.B.O.C.W.W.B),,,Male,All India,Worker,,ST,Any,Any,Any
662,Death Benefit (ANBOCWWB),,,Male,All India,Worker,,ST,Any,Any,Any
663,Death Benefit (GBOCWWB),18.0,60.0,Male,All India,Worker,,ST,Any,Any,Any
664,Death Benefit (MBOCWWB),,,Male,All India,Worker,,ST,Any,Any,Any
665,Death Benefit (O.B.O.C.W.W.B),18.0,60.0,Any,Odisha,Worker,,"SC,ST",Any,Any,Any
666,Death Benefit Scheme (APB&OCWWB),,,Male,All India,"Labour,Worker",,ST,Any,Any,Any
667,Deen Dayal Disabled Rehabilitation Scheme,,,Male,All India,Any,,"SC,ST",Any,Any,Any
668,Deen Dayal Divyangjan Pension Scheme - Assam,,,Any,All India,Any,,ST,Any,Yes,Any
669,Deen Dayal SPARSH Yojana (Scholarship For Promotion Of Aptitude & Research In Stamps As A Hobby),,,Any,All India,Student,,"SC,ST",Student,Any,Any
670,Deen Dayal Swasthya Seva Yojana,,,Any,All India,Any,,ST,Any,Any,Any
671,Deen Dayal Upadhyay Grameen Kaushalya Yojana,45.0,,Female,All India,"Labor,Worker",,"SC,ST",Any,Yes,Any
672,Deen Dayal Upadhyay Kaushal Kendra (DDUKK)- Mega Skill Centre,35.0,,Female,All India,Any,,"SC,ST",Any,Yes,Any
673,Deen Dayal Upadhyaya Antyodaya Parivar Suraksha Yojana (DAYALU),6.0,60.0,Female,Haryana,"Labour,Worker",180000.0,"SC,ST",Any,Yes,Any
674,Deen Dayal Upadhyaya Antyodaya Parivar Suraksha Yojana (DAYALU-II),18.0,60.0,Male,Haryana,Any,2.0,"SC,ST",Any,Yes,Any
675,Deen Dayal Upadhyaya Bunkar Yojana,,,Female,All India,Any,,"SC,ST",Any,Any,Any
676,Deendayal Antyodaya Yojana - National Rural Livelihoods Mission,,,Male,All India,Any,,ST,Any,Any,Any
677,Deepawali Cash Gift Scheme (PULWS),18.0,59.0,Male,All India,"Labour,Worker",,"SC,ST,EWS",Any,Any,Any
678,Delhi Arogya Kosh,3.0,,Male,All India,Any,3.0,ST,Any,Any,Any
679,Delhi Arogya Nidhi,3.0,,Male,All India,Any,,ST,Any,Any,Any
680,Delhi Family Benefit Scheme,18.0,60.0,Male,All India,Any,100000.0,ST,Any,Any,Any
681,Delhi Ladli Scheme,,,Female,All India,Any,,"SC,ST",Any,Any,Any
682,Delhi Pension Scheme To Women In Distress (Widow Pension),5.0,18.0,Female,All India,Any,,ST,Any,Any,Widowed
683,Dental Care Scheme- Haryana Labour Welfare Board,,,Male,Haryana,"Labour,Worker",,"SC,ST",Any,Any,Any
684,Denture Grant (Sainik Welfare),,,Male,All India,Any,,"SC,ST",Any,Any,Widowed
685,"Denture, Spectacles & Hearing Aid Scheme (P.B.O.C.W.W.B)",18.0,60.0,Any,Punjab,Worker,,"SC,ST",Any,Any,Any
686,Dependent Children Pension Scheme - Punjab,21.0,,Male,Punjab,Any,60000.0,Any,Any,Any,Any
687,Design Scheme Under MSME Innovative Scheme,,,Any,All India,Any,,ST,Any,Any,Any
688,Destitute Agricultural Labourers Pension Scheme,20.0,60.0,Any,All India,Labour,,ST,Any,Any,Any
689,Destitute Differently Abled Pension Scheme,20.0,45.0,Any,All India,Any,,ST,Any,Yes,Any
690,Destitute Widow Pension Scheme,18.0,,Any,All India,Any,,ST,Any,Any,Widowed
691,Destitute/Deserted Wives Pension Scheme,5.0,30.0,Female,All India,Any,,ST,Any,Any,Any
692,Development Of Playfield Under CMSGUY,,,Male,All India,Any,,"SC,ST",Any,Any,Any
693,Development Support for Coffee in Traditional Areas: Eco-certification of Coffee,,,Male,All India,Any,,ST,Any,Any,Any
694,Development Support for Coffee in Traditional Areas: Replantation,15.0,40.0,Male,Tamil Nadu,Any,,ST,Any,Any,Any
695,Development Support for Coffee in Traditional Areas: Support to Small Growers' Collectives/ SHGs/ Cooperatives for Coffee Marketing,,,Male,All India,Any,,ST,Any,Any,Any
696,Development Support for Coffee in Traditional Areas: Water Augmentation,10.0,,Male,All India,Any,,ST,Any,Any,Any
697,Development and Maintenance of Orchard Cum Horti Nurseries,,,Male,All India,Farmer,,ST,Any,Any,Any
698,Development of Brackish Water Aquaculture,,,Male,All India,Any,,ST,Any,Any,Any
699,Development of Choir Industries,,,Any,All India,Any,,ST,Any,Any,Any
700,Development of Industrie-Training Scheme,3.0,,Any,All India,Any,,SC,Any,Any,Any
701,Development of Strawberry Cultivation,,,Male,All India,Farmer,,"SC,ST",Any,Any,Any
702,Devnarayan Chhatra Cycle Scheme,,,Female,Rajasthan,Student,,"SC,ST",Student,Any,Any
703,Devnarayan Gurukul Yojana,,,Male,Rajasthan,Student,,"SC,ST",Student,Any,Any
704,Devnarayan Post Matric Scholarship Scheme,,,Any,Rajasthan,Student,250000.0,"SC,ST",Student,Any,Any
705,Devnarayan Pratibhawan Chhatra Protsahan Yojana,,,Male,Rajasthan,Student,,"SC,ST",Student,Any,Any
706,Devnarayan Pre-Matric Scholarship Scheme,,,Any,Rajasthan,Student,200000.0,"SC,ST",Student,Any,Any
707,Devnarayan Scooty Distribution And Incentive Scheme,,,Female,Rajasthan,Student,250000.0,"SC,ST",UG,Any,Any
708,Dhanvantari Arogya Rath Yojana (GBOCWWB),,,Any,Gujarat,Worker,,"SC,ST",Any,Any,Any
709,Dhobhi Hetu Avashyak Upkaran Sahayata Yojana,18.0,60.0,Any,All India,Worker,,ST,Any,Any,Any
710,Diesel VAT Relief Scheme for Fishermen,,,Any,All India,Any,,ST,Any,Any,Any
711,Differently Abled Pension Scheme,18.0,,Male,All India,Any,,ST,Any,Yes,Any
712,Diggy,,,Any,Rajasthan,Farmer,,ST,Any,Any,Any
713,Digital India Internship Scheme,,,Male,All India,Student,,"SC,ST",UG,Any,Any
714,Digital J&K Internship Scheme,,,Any,All India,Student,,"SC,ST",UG,Any,Any
715,Dilli Swarojgar Yojna,18.0,50.0,Male,All India,"Entrepreneur,Artisan",,"SC,ST,MINORITY",Any,Any,Any
716,Direct Lending Scheme,18.0,55.0,Male,Punjab,Unemployed,,"SC,ST",Any,Yes,Any
717,Direct Loan Scheme Karnataka,18.0,,Male,Karnataka,Artisan,,"SC,ST",Any,Any,Any
718,Direct Loans For Business Enterprise,18.0,55.0,Any,Karnataka,Any,,"ST,MINORITY",Any,Any,Any
719,Disability (Due to Accident or Other Reason) Scheme- Haryana Labour Welfare Board,,,Male,Haryana,"Labour,Worker",,"SC,ST",Any,Yes,Any
720,Disability Aids and Appliances - Telangana,,,Male,Telangana,Worker,,ST,Any,Any,Any
721,Disability Assistance (ANBOCWWB),,,Male,All India,Worker,,"SC,ST",Any,Yes,Any
722,Disability Assistance For Registered Worker (HBOCWWB),,,Male,Haryana,Worker,,"SC,ST",Any,Yes,Any
723,Disability Benefit Who Met With an Accident at Worksite,,,Male,All India,"Labour,Worker",,ST,Any,Yes,Any
724,Disability Pension (A.B.O.C.W.W.B),,,Male,All India,Worker,,"SC,ST",Any,Yes,Any
725,Disability Pension (BBOCWWB),,,Male,All India,Worker,,"SC,ST",Any,Yes,Any
726,Disability Pension (GBOCWWB),18.0,60.0,Male,All India,Worker,,ST,Any,Yes,Any
727,Disability Pension (HPBOCWWB),18.0,60.0,Any,All India,Worker,,ST,Any,Yes,Any
728,Disability Pension (MBOCWWB),,,Male,All India,Worker,,"SC,ST",Any,Yes,Any
729,Disability Pension - West Bengal,10.0,10.0,Male,West Bengal,Any,,ST,Any,Yes,Any
730,Disability Pension For Registered Worker (HBOCWWB),,,Male,Haryana,Worker,,"SC,ST",Any,Yes,Any
731,Disability Pension and Ex-Gratia (K.B.O.C.W.W.B),18.0,,Any,Karnataka,Worker,,"SC,ST",Any,Yes,Any
732,Disability Pension for the Construction Workers,18.0,60.0,Male,All India,Worker,,ST,Any,Yes,Any
733,Disability Relief - Telangana,,,Male,Telangana,Worker,,ST,Any,Any,Any
734,Disability Relief Allowance Scheme,,,Male,All India,Any,,ST,Any,Yes,Any
735,Disable Marriage Scheme (Divyang Lagna Sahay),18.0,21.0,Female,All India,Any,,"SC,ST",Any,Yes,Any
736,Disabled Marriage Incentive Scheme,18.0,45.0,Any,All India,Any,,ST,Any,Yes,Any
737,Disabled Person Pension Scheme - Punjab,,,Male,Punjab,Any,60000.0,Any,Any,Yes,Any
738,Disabled State Level Award Scheme,,,Any,All India,Any,,ST,Any,Yes,Any
739,Disablement Benefit Scheme (PBAOCWWB),18.0,60.0,Male,All India,Worker,,ST,Any,Yes,Any
740,Disha - Early Intervention and School Readiness Scheme,10.0,,Male,All India,Any,,ST,Any,Yes,Any
741,Distance Education Scheme for Girls,,,Female,Rajasthan,Student,,"SC,ST",PG,Any,Any
742,"Distance Education Scholarship–Scholarship For Disabled Students Pursuing Degree, PG Courses",,,Male,Kerala,Student,,"SC,ST",PG,Yes,Any
743,Distress Relief Fund For The Differently Abled (Medical Treatment),,,Male,Kerala,Any,,"SC,ST",Any,Yes,Any
744,Distress Relief Scheme,,,Any,All India,"Farmer,Labour",,Any,Any,Any,Any
745,Distribution Of Tractor Unit Under CMSGUY,,,Any,All India,Farmer,,SC,Any,Any,Any
746,Distribution of Certified Seeds of Maize,,,Female,Tamil Nadu,Farmer,24.0,"SC,ST",Any,Any,Any
747,Distribution of Certified Seeds-Oil Seeds,,,Male,Tamil Nadu,Farmer,,Any,Any,Any,Any
748,Distribution of Female Menstrual Hygiene Kit for the Construction Workers,18.0,60.0,Female,All India,Worker,,"SC,ST",Any,Any,Any
749,Distribution of Free Books and Stationery to SC/ST Students,,,Male,Madhya Pradesh,Student,,"SC,ST",Student,Any,Any
750,Distribution of Free House Sites to Scheduled Caste/Other Economically Backward Classes,2.0,18.0,Male,All India,Any,,ST,Any,Any,Any
751,Distribution of Gypsum,,,Any,Tamil Nadu,Farmer,,Any,Any,Any,Any
752,Distribution of Gypsum-Oil Seeds,,,Male,Tamil Nadu,Farmer,,Any,Any,Any,Any
753,Distribution of Horticulture Kit to Urban and Rural Areas,,,Any,All India,Any,,Any,Any,Any,Any
754,Distribution of Iron Boxes at Free of Cost,,,Any,Tamil Nadu,Any,,ST,Any,Any,Any
755,Distribution of Kerosene Oil Scheme,,,Any,All India,Any,,"SC,ST",Any,Any,Any
756,Distribution of Manually Operated Plant Protection Equipment,,,Any,Tamil Nadu,Farmer,,Any,Any,Any,Any
757,Distribution of Minikits At Free of Cost,,,Any,Tamil Nadu,Farmer,,ST,Any,Any,Any
758,Distribution of Nuclear Poly Hedrosis Virus,,,Any,Tamil Nadu,Farmer,,Any,Any,Any,Any
759,Distribution of Pulses,,,Any,All India,Any,,Any,Any,Any,Any
760,Distribution of Rhizobium,,,Any,Tamil Nadu,Farmer,,Any,Any,Any,Any
761,Distribution of Rhizobium Packets-Oilseeds,,,Male,Tamil Nadu,Farmer,,Any,Any,Any,Any
762,Distribution of Sewing Machines at Free of Cost,45.0,,Any,Tamil Nadu,Any,,ST,Any,Any,Any
763,Distribution of Soil Health Card,,,Any,Tamil Nadu,Farmer,,"SC,ST",Any,Any,Any
764,Distribution of Vegetable Seeds Minikit & Fruits Minikit at Free of Cost,,,Any,All India,Any,,Any,Any,Any,Any
765,"District Central Cooperative Banks and through its Branches: For Consumer Durables T.V., Fridge and Two Wheelers Loan",,,Any,Tamil Nadu,Any,,Any,Any,Any,Any
766,"District Central Cooperative Banks and through its Branches: For Housing, House Construction, Repair Extension Loan",,,Any,Tamil Nadu,Any,,ST,Any,Any,Any
767,District Central Cooperative Banks and through its Branches: For Jewel Loan,,,Any,Tamil Nadu,Any,,Any,Any,Any,Any
768,District Central Cooperative Banks and through its Branches: For Maternity Loan through Self Help Groups,,,Female,Tamil Nadu,Any,,Any,Any,Any,Any
769,"District Central Cooperative Banks and through its Branches: For Professional Loan to Doctors, Engineers and Self Employed Professional",,,Any,Tamil Nadu,Any,,Any,Any,Any,Any
770,"District Central Cooperative Banks and through its Branches: For Revamped Micro Credit Loan for Women Vendors of Flower, Vegetable, Fruit etc.",,,Female,Tamil Nadu,Any,,Any,Any,Any,Any
771,District Central Cooperative Banks and through its Branches: For SSI Unit Loan and Other NFS Activities,,,Any,Tamil Nadu,Any,,"SC,ST",Any,Any,Any
772,District Central Cooperative Banks and through its Branches: For Women Entrepreneurs,,,Female,Tamil Nadu,Entrepreneur,,Any,Any,Any,Any
773,District Central Cooperative Banks and through its Branches: For Working Women,,,Female,Tamil Nadu,Any,,Any,Any,Any,Any
774,District Central Cooperative Banks and through its Branches: Small Road Transport Operators Loan (SRTO Loan),,,Any,Tamil Nadu,Any,,Any,Any,Any,Any
775,District Innovation And Challenge Fund,,,Male,All India,Labor,,"SC,ST",Any,Any,Any
776,Divyang Boys/ Girls Marriage Incentive Grant,18.0,45.0,Female,All India,Any,,ST,Any,Yes,Married
777,Divyang Pension Scheme,,,Male,All India,Any,,Any,Any,Yes,Any
778,Divyang Pension Yojana,18.0,,Male,Uttar Pradesh,Any,46080.0,"SC,ST",Any,Yes,Widowed
779,Divyang Shiksha Protsahan Yojana,6.0,18.0,Male,Madhya Pradesh,Any,,Any,Any,Yes,Any
780,Divyangjan Scholarship Scheme,,,Any,All India,Student,,"SC,ST",Student,Yes,Any
781,Diwali Gift Benefit Scheme (PBAOCWWB),,,Any,All India,Worker,,ST,Any,Any,Any
782,Domestic Funding Of Foreign Training,,,Any,All India,Any,,"SC,ST",Any,Any,Any
783,Doodh Sanjivani Scheme,6.0,,Any,All India,Any,,ST,Any,Any,Any
784,Double Bedroom Housing Scheme (2BHK Scheme),,,Any,All India,Any,,"SC,ST",Any,Any,Any
785,Dr Ambedkar Central Sector Scheme of Interest Subsidy on Educational Loans for Overseas Studies for Other Backward Classes (OBCs) and Economically Backward Classes (EBCs),,,Female,All India,Student,,"SC,ST",PhD,Any,Any
786,Dr. A.P.J. Abdul Kalam Meritorious Students Incentive Scheme (Class 12th Passed),,,Male,Madhya Pradesh,Student,,"SC,ST",Student,Any,Any
787,Dr. APJ Abdul Kalam Shramik Pravidhik Shiksha Sahaayata Yojana,,,Male,Uttar Pradesh,Worker,,ST,PG,Any,Any
788,Dr. Ambedakar Centrally Sponsored Scheme of Post-Matric Scholarships for the Economically Backward Class (EBC) Students,,,Female,All India,"Student,Unemployed",900.0,"SC,ST",UG,Any,Any
789,Dr. Ambedkar Awas Yojana,2.0,21.0,Male,Gujarat,Any,,"SC,ST",Any,Any,Any
790,Dr. Ambedkar Foundation Essay Competition Scheme for Class 10th-12th & Colleges/Universities/Institutions Students in 22 Indian Languages and English,,,Any,All India,Student,,"SC,ST",10th,Any,Any
791,Dr. Ambedkar Medhavi Chattar Sansodhit Yojna,,,Any,All India,Student,,"SC,ST",Student,Any,Any
792,Dr. Ambedkar Medhavi Chhatravriti Yojna to Other Backward Classes Students,,,Male,All India,Student,,"SC,ST",Student,Any,Any
793,Dr. Ambedkar Medhavi Chhatravriti Yojna to Scheduled Caste Students,,,Male,All India,Student,,"SC,ST",Student,Any,Any
794,Dr. Ambedkar Medical Aid Scheme (Revised – 2009),,,Male,All India,Any,,"SC,ST",Any,Any,Any
795,Dr. B. R. Ambedkar State Award To SC/ST/OBC/Minorities Students,,,Any,All India,Student,,"SC,ST,OBC",UG,Any,Any
796,Dr. B.R. Ambedkar Awas Navinikarn Yojna,,,Male,Haryana,Any,,"SC,ST",Any,Any,Any
797,Dr. B.R. Ambedkar Memorial Award to Scheduled Caste Students,5.0,,Any,All India,Student,,"SC,ST",Student,Any,Any
798,Dr. Baba Saheb Ambedkar Loan for Higher Study in Foreign Countries,10.0,,Male,Gujarat,Student,,"SC,ST",PG,Any,Any
799,Dr. Babu Jagjivan Ram Living cum work shed Construction Scheme,18.0,,Male,Karnataka,Artisan,,"SC,ST",Any,Any,Any
800,Dr. Bhim Rao Ambedkar Meritorious Student Award Scheme,,,Any,Madhya Pradesh,Student,,"SC,ST",Student,Any,Any
801,Dr. Bhimrao Ambedkar Aarthik Kalyan Yojana,18.0,55.0,Male,All India,Any,,"SC,ST",Any,Any,Married
802,Dr. D.S. Kothari Post Doctoral Fellowships In Sciences,35.0,,Female,All India,Unemployed,,"SC,ST,OBC",UG,Any,Any
803,Dr. D.S. Kothari Research Grant For Newly Recruited Faculty Members,,,Male,All India,Any,,"SC,ST",UG,Any,Any
804,Dr. Dharmambal Ammaiyar Ninaivu Widow Remarriage Assistance Scheme-I,20.0,40.0,Any,All India,Any,,Any,Any,Any,Widowed
805,Dr. Dharmambal Ammaiyar Ninaivu Widow Remarriage Assistance Scheme-II,20.0,40.0,Male,Tamil Nadu,Any,,ST,UG,Any,Widowed
806,Dr. Muthulakshmi Reddy Ninaivu Inter-caste Marriage Assistance Scheme-I,18.0,,Any,All India,Any,,"SC,ST",10th,Any,Any
807,Dr. Muthulakshmi Reddy Ninaivu Inter-caste Marriage Assistance Scheme-II,18.0,,Male,Tamil Nadu,Any,,"SC,ST",UG,Any,Any
808,Dr. P. G. Solanki Scheme for Loan/Assistance to Law Graduates of Scheduled Caste,,,Any,Gujarat,Any,,"SC,ST",UG,Any,Any
809,Dr. P. G. Solanki Scheme for Loan/Assistance to Medical Graduate Doctors of Scheduled Caste,,,Male,Gujarat,Any,,"SC,ST",UG,Any,Any
810,Dr. P. G. Solanki Scheme for Loan/Assistance to Medical Post Graduate Doctors of Scheduled Caste,,,Male,Gujarat,Student,,"SC,ST",PG,Any,Any
811,Dr. P. G. Solanki Scheme for Stipend to Scheduled Caste Lawyers,10.0,,Male,Gujarat,Any,,"SC,ST",UG,Any,Any
812,Dr. Panjabrao Deshmukh Hostel Maintenance Allowance,2.0,,Male,Maharashtra,Student,800000.0,"SC,ST",UG,Any,Any
813,Dr. S. Radhakrishnan UGC Post-Doctoral Fellowship,5.0,35.0,Female,All India,Unemployed,,"SC,ST,OBC",UG,Yes,Any
814,Dr. Savitaben Ambedkar Inter Caste Marriage Assistance Scheme,,,Any,Gujarat,Any,,"SC,ST",Any,Any,Widowed
815,Dr. YSR Aarogyasri Health Insurance Scheme,,,Male,All India,"Worker,Government Employee",500000.0,ST,Any,Any,Any
816,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance for Interest Subsidy (Manufacturing Sector),,,Male,All India,Entrepreneur,,"SC,ST",Any,Any,Any
817,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance for Interest Subsidy (Service Sector),,,Male,All India,Entrepreneur,,"SC,ST",Any,Any,Any
818,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance for Power Connection Charges,,,Male,Gujarat,Entrepreneur,,"SC,ST",Any,Any,Any
819,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance for Quality Certification,,,Any,All India,Entrepreneur,,"SC,ST",Any,Any,Any
820,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance for Raising Capital through SME Exchange,,,Any,All India,Entrepreneur,,"SC,ST",Any,Any,Any
821,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance for Technology Acquisition,,,Male,All India,Entrepreneur,,"SC,ST",Any,Any,Any
822,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance in Implementation of Information and Communication Technology (ICT),,,Male,All India,Entrepreneur,,"SC,ST",Any,Any,Any
823,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance in Rent to MSEs,,,Male,All India,Entrepreneur,,"SC,ST",Any,Any,Any
824,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance of Capital Investment Subsidy,,,Male,All India,Entrepreneur,,"SC,ST",Any,Any,Any
825,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance to GIDC for Developing Multi-Storied Shed in Estates,,,Male,Gujarat,Entrepreneur,,"SC,ST",Any,Any,Any
826,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance to MSEs for Shed Developed by Private Developer,,,Male,All India,Entrepreneur,,"SC,ST",Any,Any,Any
827,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance to MSME Manufacturing Sector Participation in the Exhibition (National and International),,,Male,Gujarat,Entrepreneur,,"SC,ST",Any,Any,Any
828,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance to Micro and Small Enterprises (MSE) of SC/ST for Plot Developed by GIDC,,,Any,All India,Entrepreneur,,"SC,ST",Any,Any,Any
829,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance to Special Entrepreneurship Degree Approach Training with 360 Promoters/ with Mentoring Support and Sustenance Allowance for Entrepreneurs,18.0,,Any,All India,Any,,"SC,ST",Any,Any,Any
830,"Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance to basic industrial infrastructure (Water, Gas and Approach Road)",,,Male,All India,Entrepreneur,,"SC,ST",Any,Any,Any
831,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Financial Support to MSMEs in ZED Certification,,,Male,All India,Entrepreneur,,"SC,ST",Any,Any,Any
832,Drip Sanyantr,,,Any,Rajasthan,Farmer,,ST,Any,Any,Any
833,Dulari Kanya,,,Female,All India,Any,,"SC,ST",Any,Any,Any
834,Dulari Scheme,13.0,21.0,Female,All India,Any,,"SC,ST",Any,Any,Married
835,Durghatana Mein Chikitsa Sahaayata Yojana,,,Male,All India,"Labor,Worker",,ST,Any,Any,Any
836,Dwarf Pension Scheme,21.0,,Any,All India,Any,,"SC,ST",Any,Any,Any
837,E-Medhabruti,3.0,3.0,Male,Odisha,Student,,"SC,ST",PG,Any,Any
838,E-Rikshaw Sahayta Yojana,18.0,50.0,Male,All India,Worker,,"SC,ST",Any,Any,Any
839,E-Thela Sahaayata Yojana,,,Any,All India,Worker,,"SC,ST",Any,Any,Any
840,E-YUVA Scheme: BIRAC’s E-YUVA Fellows (for under graduate students),,,Male,All India,Student,,"SC,ST",Student,Any,Any
841,E-YUVA Scheme: BIRAC’s Innovation Fellows (for post graduates and above),2.0,3.0,Female,All India,Student,,"SC,ST",PhD,Any,Any
842,E-YUVA Scheme: E-YUVA Centers,3.0,,Male,All India,Any,,"SC,ST",Any,Any,Any
843,E.V.R. Maniammaiyar Ninaivu Marriage Assistance Scheme for Daughter’s of Poor Widows: Scheme-I,18.0,,Female,All India,Any,,Any,Any,Any,Widowed
844,E.V.R. Maniammaiyar Ninaivu Marriage Assistance Scheme for Daughter’s of Poor Widows: Scheme-II,18.0,,Female,Tamil Nadu,Any,,ST,UG,Any,Widowed
845,Early Intervention Center for the Children with Intellectually Disabled,6.0,,Any,All India,Any,,Any,Any,Yes,Any
846,"Early Intervention Centre for Children with Cerebral Palsy in SRTC, Chennai and Tiruchirapalli Districts",6.0,,Any,All India,Any,,Any,Any,Any,Any
847,Early Intervention Centre for Infants and Young Children with Hearing Impairment,6.0,,Male,All India,Any,,Any,Any,Any,Any
848,Early Intervention Centre for the Visually Impaired,6.0,,Any,All India,Any,,Any,Any,Any,Any
849,Early Intervention Centres for Children with Autism,6.0,,Any,All India,Any,,Any,Any,Any,Any
850,Economic Help To Sahariya Tribal Girl Students (Class 11 And 12),,,Female,Rajasthan,Student,,"SC,ST",Student,Any,Any
851,Economic Help To Tribal Girls For Higher Education (Class 11 & 12),,,Female,Rajasthan,Student,,"SC,ST",Student,Any,Any
852,Economic Help To Tribal Girls For Higher Education (College Level),,,Female,Rajasthan,Student,,"SC,ST",Student,Any,Any
853,Education Assistance - Folk Artist,,,Male,All India,Any,,ST,Any,Any,Any
854,Education Assistance for the Construction Workers,18.0,60.0,Any,All India,Worker,,ST,Any,Any,Any
855,Education Assistance/Ph.D Scheme (GBOCWWB),30.0,,Male,Gujarat,Worker,,"SC,ST",Any,Any,Any
856,Education Development Scholarship for Single Girl Child,,,Female,Madhya Pradesh,"Student,Government Employee",,"SC,ST",10th,Any,Any
857,Education Loan Scheme,,,Male,All India,Any,300000.0,"SC,ST",Any,Any,Any
858,Education Loan Scheme (NSFDC),,,Any,All India,Student,,"SC,ST",Student,Any,Any
859,Education Loan Scheme - Delhi,5.0,,Male,All India,Any,,"SC,ST,MINORITY",Any,Yes,Any
860,Education Loan Scheme under NSFDC- Haryana,18.0,45.0,Male,Haryana,Student,,"SC,ST",Student,Any,Any
861,Education Loan Scheme under NSKFDC- Haryana,18.0,55.0,Male,Haryana,Student,,"SC,ST",Student,Any,Any
862,Education Loan Scheme- Credit Line 1 for Minority Community,16.0,32.0,Male,Haryana,Any,,"ST,MINORITY",Any,Any,Any
